,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
455,33,0,922,1,1,5,5,1,612,1,0,95,4,4,4,3,2,16184,22578,4,0,1,19,3,3,80,1,10,2,3,6,1,0,5
1028,41,0,1283,1,5,5,5,1,1448,2,1,90,4,1,7,3,1,2127,5561,2,0,0,12,3,1,80,0,7,5,2,4,2,0,3
1299,40,0,1194,1,1,3,1,1,1822,3,0,52,3,2,0,4,2,6513,9060,4,0,1,17,3,4,80,1,12,3,3,5,3,0,3
464,37,0,799,1,1,3,2,1,623,2,0,59,3,3,1,4,0,7491,23848,4,0,1,17,3,4,80,0,12,3,4,6,5,1,2
1076,54,1,1050,1,11,4,5,1,1520,2,0,87,3,4,8,4,2,16032,24456,3,0,1,20,4,1,80,1,26,2,3,14,9,1,12
970,27,0,1291,2,11,3,5,1,1364,3,0,98,4,1,6,4,1,2534,6527,8,0,1,14,3,2,80,1,5,4,3,1,0,0,0
334,45,0,549,1,8,4,3,1,452,4,1,75,3,2,7,4,1,3697,9278,9,0,1,14,3,1,80,2,12,3,3,10,9,9,8
494,34,0,204,2,14,3,2,1,666,3,0,31,3,1,6,3,2,2579,2912,1,0,0,18,3,4,80,2,8,3,3,8,2,0,6
397,25,0,891,2,4,2,1,1,527,2,0,99,2,2,3,4,0,4487,12090,1,0,0,11,3,2,80,0,5,3,3,5,4,1,3
749,52,0,266,2,2,1,4,1,1038,1,0,57,1,5,8,4,1,19845,25846,1,0,1,15,3,4,80,1,33,3,3,32,14,6,9
285,37,0,1372,1,1,3,1,1,391,4,0,42,3,1,7,4,0,2115,15881,1,0,1,12,3,2,80,0,17,3,3,17,12,5,7
941,30,0,1138,1,6,3,2,1,1311,1,0,48,2,2,2,4,1,4627,23631,0,0,1,12,3,1,80,1,10,6,3,9,2,6,7
234,33,0,813,1,14,3,5,1,325,3,1,58,3,1,2,4,1,2436,22149,5,0,0,13,3,3,80,1,8,2,1,5,4,0,4
224,31,2,979,1,1,4,5,1,308,3,1,90,1,2,1,3,1,4345,4381,0,0,1,12,3,4,80,1,6,2,3,5,4,1,4
1283,28,0,1181,1,1,3,1,1,1799,3,1,82,3,1,7,4,1,2044,5531,1,0,1,11,3,3,80,1,5,6,4,5,3,0,3
1200,44,0,528,0,1,3,1,1,1683,3,0,44,3,1,5,4,2,3195,4167,4,0,0,18,3,1,80,3,8,2,3,2,2,2,2
984,28,0,736,2,26,3,1,1,1387,3,1,48,2,2,3,1,1,4724,24232,1,0,1,11,3,3,80,1,5,0,3,5,3,0,4
406,52,0,319,1,3,3,5,1,543,4,1,39,2,3,1,3,1,7969,19609,2,0,0,14,3,3,80,0,28,4,3,5,4,0,4
576,27,1,829,2,8,1,4,1,800,3,1,84,3,2,3,4,1,4342,24008,0,0,1,19,3,2,80,1,5,3,3,4,2,1,1
928,44,0,621,1,15,3,5,1,1295,1,0,73,3,3,0,4,1,7978,14075,1,0,1,11,3,4,80,1,10,2,3,10,7,0,5
67,45,0,1339,1,7,3,1,1,86,2,1,59,3,3,7,1,2,9724,18787,2,0,1,17,3,3,80,1,25,2,3,1,0,0,0
28,44,0,477,1,7,4,5,1,36,1,0,42,2,3,0,4,1,10248,2094,3,0,1,14,3,4,80,1,24,4,3,22,6,5,17
1377,49,1,1064,1,2,1,1,1,1941,2,1,42,3,5,4,4,1,19161,13738,3,0,1,15,3,4,80,0,28,3,3,5,4,4,3
1113,32,2,1200,1,1,4,2,1,1574,4,1,62,3,2,7,1,1,4087,25174,4,0,1,14,3,2,80,1,9,3,2,6,5,1,2
605,38,1,471,1,12,3,1,1,837,1,1,45,2,2,0,1,2,6288,4284,2,0,1,15,3,3,80,1,13,3,2,4,3,1,2
401,56,1,906,2,6,3,1,1,532,3,0,86,4,4,3,1,1,13212,18256,9,0,1,11,3,4,80,3,36,0,2,7,7,7,7
36,50,0,869,2,3,2,4,1,47,1,1,86,2,1,6,3,1,2683,3810,1,0,0,14,3,3,80,0,3,2,3,3,2,0,2
788,28,0,857,1,10,3,3,1,1097,3,0,59,3,2,7,3,0,3660,7909,3,0,1,13,3,4,80,0,10,4,4,8,7,1,7
1323,28,2,280,0,1,2,1,1,1858,3,1,43,3,1,5,4,2,2706,10494,1,0,1,15,3,2,80,1,3,2,3,3,2,2,2
597,42,0,932,1,1,2,1,1,827,4,0,43,2,2,1,4,1,6062,4051,9,0,0,13,3,4,80,1,8,4,3,4,3,0,2
220,36,0,1396,1,5,2,1,1,304,4,1,62,3,2,2,2,0,5914,9945,8,0,1,16,3,4,80,0,16,3,4,13,11,3,7
60,32,0,427,1,1,3,5,1,78,1,1,33,3,2,1,4,1,6162,10877,1,0,0,22,4,2,80,1,9,3,3,9,8,7,8
1351,48,1,117,1,22,3,5,1,1900,4,0,58,3,4,8,4,2,17174,2437,3,0,1,11,3,2,80,1,24,3,3,22,17,4,7
1354,56,0,1162,1,24,2,1,1,1907,1,1,97,3,1,2,4,0,2587,10261,1,0,1,16,3,4,80,0,5,3,3,4,2,1,0
535,41,0,427,0,10,4,0,1,731,2,1,73,2,5,8,4,2,19141,8861,3,0,1,15,3,2,80,3,23,2,2,21,6,12,6
386,37,0,1107,1,14,3,1,1,515,4,0,95,3,1,2,1,2,3034,26914,1,0,1,12,3,3,80,1,18,2,2,18,7,12,17
166,41,0,465,1,14,3,1,1,227,1,1,56,3,1,7,3,2,2451,4609,4,0,1,12,3,1,80,1,13,2,3,9,8,1,8
262,32,0,128,1,2,1,2,1,362,4,1,84,2,2,2,1,0,2176,19737,4,0,1,13,3,4,80,0,9,5,3,6,2,0,4
770,46,0,430,1,1,4,5,1,1069,4,1,40,3,5,4,4,2,19627,21445,9,0,1,17,3,4,80,2,23,0,3,2,2,2,2
1382,31,2,976,1,3,2,5,1,1948,3,1,48,3,1,7,1,2,3065,3995,1,0,0,13,3,4,80,1,4,3,4,4,2,2,3
1072,29,1,410,1,2,1,1,1,1513,4,0,97,3,1,2,2,1,3180,4668,0,0,1,13,3,3,80,3,4,3,3,3,2,0,2
365,46,2,1144,1,7,4,5,1,487,3,0,30,3,2,1,3,1,5258,16044,2,0,1,14,3,3,80,0,7,2,4,1,0,0,0
355,26,0,933,2,1,3,1,1,476,3,1,57,3,2,3,3,1,5296,20156,1,0,1,17,3,2,80,1,8,3,3,8,7,7,7
364,37,0,921,1,10,3,5,1,486,3,0,98,3,1,2,1,1,3452,17663,6,0,1,20,4,2,80,1,17,3,3,5,4,0,3
41,27,0,1240,1,2,4,1,1,54,4,0,33,3,1,2,1,2,2341,19715,1,0,1,13,3,4,80,1,1,6,3,1,0,0,0
765,38,1,1186,1,3,4,3,1,1060,3,1,44,3,1,7,3,1,2821,2997,3,0,1,16,3,1,80,1,8,2,3,2,2,2,2
466,41,0,1276,2,2,5,1,1,625,2,0,91,3,4,8,1,1,16595,5626,7,0,1,16,3,2,80,1,22,2,3,18,16,11,8
1154,47,0,1176,0,26,4,1,1,1625,4,0,98,3,5,8,3,1,19658,5220,3,0,1,11,3,3,80,1,27,2,3,5,2,1,0
378,34,2,1362,2,19,3,4,1,502,1,1,67,4,2,3,4,0,5304,4652,8,0,0,13,3,2,80,0,9,3,2,5,2,0,4
140,32,0,1033,1,9,3,5,1,190,1,0,41,3,1,2,1,0,4200,10224,7,0,1,22,4,1,80,0,10,2,4,5,4,0,4
908,33,0,536,2,10,5,4,1,1268,4,1,82,4,3,3,3,2,8380,21708,0,0,0,14,3,4,80,2,10,3,3,9,8,0,8
429,46,0,1009,1,2,3,1,1,575,1,1,51,3,4,4,3,1,17861,2288,6,0,1,13,3,3,80,0,26,2,1,3,2,0,1
1220,36,0,530,2,2,4,1,1,1710,3,0,51,3,2,6,4,0,4502,7439,3,0,1,15,3,3,80,0,17,2,2,13,7,6,7
1433,25,0,1382,2,8,2,3,1,2018,1,0,85,3,2,3,3,2,4907,13684,0,0,0,22,4,2,80,1,6,3,2,5,3,0,4
321,31,0,691,2,7,3,4,1,438,4,1,73,3,2,3,4,2,7547,7143,4,0,1,12,3,4,80,3,13,3,3,7,7,1,7
1103,48,0,492,2,16,4,1,1,1557,3,0,96,3,2,3,3,2,6439,13693,8,0,1,14,3,3,80,1,18,2,3,8,7,7,7
1407,24,0,771,1,1,2,1,1,1981,2,1,45,2,2,0,3,0,4617,14120,1,0,1,12,3,2,80,0,4,2,2,4,3,1,2
197,42,2,926,1,21,2,5,1,270,3,0,36,3,2,1,3,2,5265,16439,2,0,1,16,3,2,80,1,11,5,3,5,3,0,2
1092,45,0,950,1,28,3,2,1,1546,4,1,97,3,1,7,4,1,2132,4585,4,0,1,20,4,4,80,1,8,3,3,5,4,0,3
1260,32,2,953,1,5,4,2,1,1764,2,1,65,3,1,7,2,0,2718,17674,2,0,1,14,3,2,80,0,12,3,3,7,7,0,7
93,46,1,638,1,1,3,5,1,124,3,1,40,2,3,0,1,1,10673,3142,2,0,0,13,3,3,80,1,21,5,2,10,9,9,5
185,33,0,931,1,14,3,5,1,252,4,0,72,3,1,7,2,1,2756,4673,1,0,1,13,3,4,80,1,8,5,3,8,7,1,6
245,31,1,1327,1,3,4,5,1,337,2,1,73,3,3,4,3,2,13675,13523,9,0,1,12,3,1,80,1,9,3,3,2,2,2,2
1097,24,0,350,1,21,2,2,1,1551,3,1,57,2,1,2,1,2,2296,10036,0,0,1,14,3,2,80,3,2,3,3,1,1,0,0
772,56,1,1240,1,9,3,5,1,1071,1,0,63,3,1,7,3,1,2942,12154,2,0,1,19,3,2,80,1,18,4,3,5,4,0,3
270,55,0,452,1,1,3,5,1,374,4,1,81,3,5,8,1,0,19045,18938,0,0,0,14,3,3,80,0,37,2,3,36,10,4,13
782,30,0,1176,1,20,3,3,1,1084,3,1,85,3,2,1,1,1,9957,9096,0,0,1,15,3,3,80,1,7,1,2,6,2,0,2
445,55,0,1117,2,18,5,1,1,597,1,0,83,3,4,8,2,0,16835,9873,3,0,1,23,4,4,80,0,37,2,3,10,9,7,7
962,51,0,770,0,5,3,1,1,1352,3,1,84,3,4,8,2,2,14026,17588,1,0,0,11,3,2,80,1,33,2,3,33,9,0,10
1059,35,0,660,2,7,1,1,1,1492,4,1,76,3,1,6,3,1,2404,16192,1,0,1,13,3,1,80,1,1,3,3,1,0,0,0
126,58,0,147,1,23,4,5,1,165,4,0,94,3,3,0,4,1,10312,3465,1,0,1,12,3,4,80,1,40,3,2,40,10,15,6
707,47,1,1379,1,16,4,5,1,987,3,1,64,4,2,1,3,2,5067,6759,1,0,0,19,3,3,80,0,20,3,4,19,10,2,7
735,48,0,277,1,6,3,1,1,1022,1,1,97,2,2,0,3,0,4240,13119,2,0,1,13,3,4,80,0,19,0,3,2,2,2,2
1087,34,0,1440,2,7,2,2,1,1541,2,1,55,3,1,6,3,1,2308,4944,0,0,0,25,4,2,80,1,12,4,3,11,10,5,7
698,35,0,1219,2,18,3,5,1,975,3,0,86,3,2,3,3,1,4601,6179,1,0,1,16,3,2,80,0,5,3,3,5,2,1,0
1358,31,0,1079,2,10,2,5,1,1912,3,0,86,3,2,3,4,2,6583,20115,2,0,0,11,3,4,80,1,8,2,3,5,2,1,4
672,42,0,462,2,14,2,5,1,936,3,0,68,2,2,3,3,0,6244,7824,7,0,1,17,3,1,80,0,10,6,3,5,4,0,3
196,35,1,138,1,2,3,5,1,269,2,0,37,3,2,2,2,0,4425,15986,5,0,1,11,3,4,80,0,10,5,3,6,2,1,2
423,30,2,1398,2,22,4,3,1,567,3,0,69,3,3,3,1,1,8412,2890,0,0,1,11,3,3,80,0,10,3,3,9,8,7,8
1379,27,1,1337,0,22,3,0,1,1944,1,0,58,2,1,5,2,1,2863,19555,1,0,1,12,3,1,80,0,1,2,3,1,0,0,0
15,29,0,1389,1,21,4,1,1,20,2,0,51,4,3,1,1,2,9980,10195,1,0,1,11,3,3,80,1,10,1,3,10,9,8,8
379,55,0,1311,1,2,3,1,1,505,3,0,97,3,4,8,4,0,16659,23258,2,0,0,13,3,3,80,0,30,2,3,5,4,1,2
1321,47,0,207,1,9,4,1,1,1856,2,0,64,3,1,2,3,0,2105,5411,4,0,1,12,3,3,80,0,7,2,3,2,2,2,0
737,41,0,549,1,7,2,5,1,1025,4,0,42,3,2,1,3,0,5003,23371,6,0,1,14,3,2,80,0,8,6,3,2,2,2,1
1018,36,0,172,1,4,4,1,1,1435,1,1,37,2,2,2,4,0,5810,22604,1,0,1,16,3,3,80,0,10,2,2,10,4,1,8
822,34,1,1003,1,2,2,1,1,1140,4,1,95,3,2,1,3,0,4033,15834,2,0,1,11,3,4,80,0,5,3,2,3,2,0,2
1135,46,0,563,2,1,4,1,1,1602,4,1,56,4,4,8,1,0,17567,3156,1,0,1,15,3,2,80,0,27,5,1,26,0,0,12
706,40,2,1479,2,24,3,1,1,986,2,0,100,4,4,3,2,0,13194,17071,4,0,0,16,3,4,80,0,22,2,2,1,0,0,0
948,30,0,634,1,17,4,5,1,1321,2,0,95,3,3,8,1,1,11916,25927,1,0,0,23,4,4,80,2,9,2,3,9,1,0,8
670,27,0,618,1,4,3,1,1,933,2,0,76,3,1,7,3,0,2318,17808,1,0,1,19,3,3,80,0,1,2,3,1,1,0,0
1153,18,1,544,2,3,2,5,1,1624,2,0,70,3,1,6,4,0,1569,18420,1,0,0,12,3,3,80,0,0,2,4,0,0,0,0
1304,40,0,750,1,12,3,1,1,1829,2,0,47,3,2,0,1,2,4448,10748,2,0,1,12,3,2,80,1,15,3,3,7,4,7,7
151,35,0,662,2,1,5,4,1,204,3,1,94,3,3,3,2,1,7295,11439,1,0,1,13,3,1,80,2,10,3,3,10,8,0,6
1173,36,0,711,1,5,4,1,1,1651,2,0,42,3,3,0,1,1,8008,22792,4,0,1,12,3,3,80,2,9,6,3,3,2,0,2
1451,38,0,345,2,10,2,1,1,2041,1,0,100,3,2,3,4,1,5343,5982,1,0,1,11,3,3,80,1,10,1,3,10,7,1,9
1055,34,1,829,1,15,3,5,1,1485,2,1,71,3,4,4,1,2,17007,11929,7,0,1,14,3,4,80,2,16,3,2,14,8,6,9
407,45,0,192,1,10,2,1,1,544,1,1,69,3,1,7,4,1,2654,9655,3,0,1,21,4,4,80,2,8,3,2,2,2,0,2
823,29,1,490,1,10,3,1,1,1143,4,0,61,3,1,7,2,2,3291,17940,0,0,1,14,3,4,80,2,8,2,2,7,5,1,1
950,31,2,587,2,2,4,1,1,1324,4,0,57,3,3,3,3,2,9852,8935,1,0,0,19,3,1,80,1,10,5,2,10,8,9,6
1285,46,2,849,2,26,2,1,1,1801,2,1,98,2,2,3,2,0,7991,25166,8,0,1,15,3,3,80,0,6,3,3,2,2,2,2
1162,35,0,737,2,10,3,5,1,1639,4,1,55,2,3,3,1,1,10306,21530,9,0,1,17,3,3,80,0,15,3,3,13,12,6,0
633,36,0,1278,0,8,3,1,1,878,1,1,77,2,1,5,1,1,2342,8635,0,0,1,21,4,3,80,0,6,3,3,5,4,0,3
160,22,0,1256,1,19,1,5,1,217,3,1,80,3,1,7,4,1,2323,11992,1,0,1,24,4,1,80,2,2,6,3,2,2,2,2
1088,42,0,1210,1,2,3,5,1,1542,3,1,68,2,1,2,2,1,4841,24052,4,0,1,14,3,2,80,1,4,3,3,1,0,0,0
1130,35,0,750,1,28,3,1,1,1596,2,1,46,4,2,2,3,1,3407,25348,1,0,1,17,3,4,80,2,10,3,2,10,9,6,8
1282,33,0,867,1,8,4,1,1,1798,4,1,90,4,1,7,1,1,3143,6076,6,0,1,19,3,2,80,1,14,1,3,10,8,7,6
566,47,1,719,2,27,2,1,1,785,2,0,77,4,2,3,3,0,6397,10339,4,0,0,12,3,4,80,0,8,2,3,5,4,1,3
839,42,0,647,2,4,4,4,1,1171,2,1,45,3,2,3,1,0,5155,2253,7,0,1,13,3,4,80,0,9,3,4,6,4,1,5
462,34,0,258,2,21,4,1,1,621,4,1,74,4,2,3,4,0,5337,19921,1,0,1,12,3,4,80,0,10,3,3,10,7,5,7
926,43,0,531,2,4,4,4,1,1293,4,0,56,2,3,3,4,0,10231,20364,3,0,1,14,3,4,80,0,23,3,4,21,7,15,17
838,42,1,481,2,12,3,1,1,1167,3,1,44,3,4,3,1,0,13758,2447,0,0,0,12,3,2,80,0,22,2,2,21,9,13,14
1442,29,0,1092,1,1,4,5,1,2027,1,1,36,3,1,7,4,1,4787,26124,9,0,0,14,3,2,80,3,4,3,4,2,2,2,2
515,35,2,727,1,3,3,1,1,704,3,1,41,2,1,2,3,1,1281,16900,1,0,1,18,3,3,80,2,1,3,3,1,0,0,0
905,29,0,694,1,1,3,1,1,1264,4,0,87,2,4,4,4,2,16124,3423,3,0,1,14,3,2,80,2,9,2,2,7,7,1,7
114,34,0,1031,1,6,4,1,1,151,3,0,45,2,2,7,2,2,4505,15000,6,0,1,15,3,3,80,1,12,3,3,1,0,0,0
1250,29,1,461,1,1,3,1,1,1753,4,1,70,4,2,0,3,0,6294,23060,8,0,0,12,3,4,80,0,10,5,4,3,2,0,2
1367,27,0,1354,1,2,4,2,1,1931,2,1,41,3,1,7,2,1,2226,6073,1,0,1,11,3,3,80,1,6,3,2,5,3,1,2
452,45,0,561,2,2,3,3,1,606,4,1,61,3,2,3,2,1,4805,16177,0,0,1,19,3,2,80,1,9,3,4,8,7,3,7
508,35,0,1017,1,6,4,1,1,691,2,1,82,1,2,7,4,0,6646,19368,1,0,1,13,3,2,80,0,17,3,3,17,11,11,8
123,51,0,684,1,6,3,1,1,162,1,1,51,3,5,4,3,0,19537,6462,7,0,1,13,3,3,80,0,23,5,3,20,18,15,15
1222,24,0,240,0,22,1,0,1,1714,4,1,58,1,1,5,3,1,1555,11585,1,0,1,11,3,3,80,1,1,2,3,1,0,0,0
1078,44,0,136,1,28,3,1,1,1523,4,1,32,3,4,4,1,1,16328,22074,3,0,1,13,3,3,80,1,24,1,4,20,6,14,17
61,38,1,653,1,29,5,1,1,79,4,0,50,3,2,2,4,0,2406,5456,1,0,1,11,3,4,80,0,10,2,3,10,3,9,9
1372,39,0,867,1,9,2,5,1,1936,1,1,87,3,2,1,1,1,5151,12315,1,0,1,25,4,4,80,1,10,3,3,10,0,7,9
937,39,0,412,1,13,4,5,1,1307,3,0,94,2,4,8,2,2,17123,17334,6,0,0,13,3,4,80,2,21,4,3,19,9,15,2
923,34,1,648,0,11,3,1,1,1289,3,1,56,2,2,5,2,1,4490,21833,4,0,1,11,3,4,80,2,14,5,4,10,9,1,8
1349,26,0,482,1,1,2,1,1,1893,2,0,90,2,1,7,3,1,2933,14908,1,0,0,13,3,3,80,1,1,3,2,1,0,1,0
1152,21,0,546,1,5,1,5,1,1623,3,1,97,3,1,7,4,0,3117,26009,1,0,1,18,3,3,80,0,3,2,3,2,2,2,2
560,34,0,167,1,8,5,1,1,775,2,0,32,3,2,1,1,2,5121,4187,3,0,1,14,3,3,80,1,7,3,3,0,0,0,0
260,32,1,1311,1,7,3,1,1,359,2,1,100,4,1,2,2,1,2794,26062,1,0,1,20,4,3,80,0,5,3,1,5,1,0,3
230,52,0,1323,1,2,3,1,1,316,3,0,89,2,1,2,4,0,3212,3300,7,0,1,15,3,2,80,0,6,3,2,2,2,2,2
328,33,1,508,2,10,3,4,1,446,2,1,46,2,2,3,4,0,4682,4317,3,0,1,14,3,3,80,0,9,6,2,7,7,0,1
1322,46,0,706,1,2,2,1,1,1857,4,1,82,3,3,1,4,2,8578,19989,3,0,1,14,3,3,80,1,12,4,2,9,8,4,7
1108,35,0,992,1,1,3,5,1,1564,4,1,68,2,1,2,1,0,2450,21731,1,0,1,19,3,2,80,0,3,3,3,3,0,1,2
859,29,0,942,1,15,1,1,1,1202,2,0,69,1,1,7,4,1,2168,26933,0,0,0,18,3,1,80,1,6,2,2,5,4,1,3
1068,28,1,289,1,2,2,5,1,1504,3,1,38,2,1,2,1,0,2561,5355,7,0,1,11,3,3,80,0,8,2,2,0,0,0,0
1339,22,0,391,1,7,1,1,1,1878,4,1,75,3,1,7,2,0,2472,26092,1,0,0,23,4,1,80,0,1,2,3,1,0,0,0
356,42,0,1332,1,2,4,3,1,477,1,1,98,2,2,0,4,0,6781,17078,3,0,1,23,4,2,80,0,14,6,3,1,0,0,0
109,22,0,534,1,15,3,5,1,144,2,0,59,3,1,2,4,0,2871,23785,1,0,1,15,3,3,80,0,1,5,3,0,0,0,0
374,28,0,304,2,9,4,1,1,498,2,1,92,3,2,3,4,0,5253,20750,1,0,1,16,3,4,80,0,7,1,3,7,5,0,7
130,43,1,957,1,28,3,5,1,171,2,0,72,4,1,7,3,0,4739,16090,4,0,1,12,3,4,80,0,18,2,3,3,2,1,2
66,36,1,1195,1,11,3,1,1,85,2,1,95,2,2,1,2,0,6499,22656,1,0,1,13,3,3,80,0,6,3,3,6,5,0,3
348,42,0,810,1,23,5,1,1,468,1,0,44,3,4,4,4,0,15992,15901,2,0,1,14,3,2,80,0,16,2,3,1,0,0,0
193,43,2,1344,1,7,3,5,1,262,4,1,37,4,1,7,4,2,2089,5228,4,0,1,14,3,4,80,3,7,3,4,5,4,2,2
237,52,2,771,2,2,4,1,1,329,1,1,79,2,5,8,3,0,19068,21030,1,0,0,18,3,4,80,0,33,2,4,33,7,15,12
513,20,0,1362,1,10,1,5,1,701,4,1,32,3,1,7,3,0,1009,26999,1,0,0,11,3,4,80,0,1,5,3,1,0,1,1
136,51,1,1150,1,8,4,1,1,179,1,1,53,1,3,1,4,0,10650,25150,2,0,1,15,3,4,80,0,18,2,3,4,2,0,3
584,42,1,570,1,8,3,1,1,809,2,1,66,3,5,8,4,2,18430,16225,1,0,1,13,3,2,80,1,24,4,2,24,7,14,9
1030,31,0,326,2,8,2,1,1,1453,1,1,31,3,3,3,4,2,10793,8386,1,0,1,18,3,1,80,1,13,5,3,13,7,9,9
373,27,0,1469,1,1,2,5,1,497,4,1,82,3,1,2,2,2,3816,17881,1,0,1,11,3,2,80,1,5,2,3,5,2,0,4
225,59,0,142,1,3,3,1,1,309,3,1,70,2,1,7,4,1,2177,8456,3,0,1,17,3,1,80,1,7,6,3,1,0,0,0
760,53,1,124,2,2,3,4,1,1050,3,0,38,2,3,3,2,1,7525,23537,2,0,1,12,3,1,80,1,30,2,3,15,7,6,12
217,29,0,992,1,1,3,2,1,300,3,1,85,3,1,7,3,0,2058,19757,0,0,1,14,3,4,80,0,7,1,2,6,2,1,5
811,38,0,130,2,2,2,4,1,1125,4,1,32,3,3,3,2,0,7351,20619,7,0,1,16,3,3,80,0,10,2,3,1,0,0,0
827,28,1,773,1,6,3,1,1,1154,3,1,39,2,1,7,3,2,2703,22088,1,0,0,14,3,4,80,1,3,2,3,3,1,0,2
758,59,0,1089,2,1,2,2,1,1048,2,1,66,3,3,8,4,1,11904,11038,3,0,0,14,3,3,80,1,14,1,1,6,4,0,4
723,46,0,566,1,7,2,5,1,1007,4,1,75,3,3,1,3,2,10845,24208,6,0,1,13,3,2,80,1,13,3,3,8,7,0,7
402,30,0,1082,2,12,3,2,1,533,2,0,83,3,2,3,3,0,6577,19558,0,0,1,11,3,2,80,0,6,6,3,5,4,4,4
369,31,0,408,1,9,4,1,1,493,3,1,42,2,1,7,2,0,2657,7551,0,0,0,16,3,4,80,0,3,5,3,2,2,2,2
350,42,0,544,0,2,1,2,1,470,3,1,52,3,1,5,3,2,2696,24017,0,0,0,11,3,3,80,1,4,5,3,3,2,1,0
496,21,0,1343,2,22,1,2,1,669,3,1,49,3,1,6,3,0,3447,24444,1,0,1,11,3,3,80,0,3,2,3,3,2,1,2
100,37,0,807,0,6,4,0,1,133,3,1,63,3,1,5,1,2,2073,23648,4,0,0,22,4,4,80,0,7,3,3,3,2,0,2
694,33,0,1069,1,1,3,1,1,969,2,0,42,2,2,0,4,0,6949,12291,0,0,1,14,3,1,80,0,6,3,3,5,0,1,4
628,37,0,342,2,16,4,4,1,868,4,1,66,2,2,3,3,2,6334,24558,4,0,1,19,3,4,80,2,9,2,3,1,0,0,0
725,35,0,622,1,14,4,3,1,1010,3,1,39,2,1,2,2,2,3743,10074,1,0,0,24,4,4,80,1,5,2,1,4,2,0,2
62,50,0,989,1,7,2,5,1,80,2,0,43,2,5,4,3,2,18740,16701,5,0,0,12,3,4,80,1,29,2,2,27,3,13,8
1374,58,0,605,2,21,3,1,1,1938,4,0,72,3,4,8,4,1,17875,11761,4,0,0,13,3,3,80,1,29,2,2,1,0,0,0
440,34,1,988,0,23,3,0,1,590,2,0,43,3,3,5,1,2,9950,11533,9,0,0,15,3,3,80,3,11,2,3,3,2,0,2
1468,49,1,1023,2,2,3,5,1,2065,4,1,63,2,2,3,2,1,5390,13243,2,0,1,14,3,4,80,0,17,3,2,9,6,0,8
640,24,2,1269,1,4,1,1,1,888,1,1,46,2,1,2,4,1,3162,10778,0,0,1,17,3,4,80,0,6,2,2,5,2,3,4
137,39,0,1329,2,4,4,1,1,182,4,0,47,2,2,3,3,1,5902,14590,4,0,1,14,3,3,80,1,17,1,4,15,11,5,9
807,38,0,770,2,10,4,4,1,1119,3,1,73,2,3,3,3,2,8740,5569,0,0,0,14,3,2,80,2,9,2,3,8,7,2,7
301,18,0,812,2,10,3,5,1,411,4,0,69,2,1,6,3,0,1200,9724,1,0,1,12,3,1,80,0,0,2,3,0,0,0,0
38,36,0,852,1,5,4,1,1,51,2,0,82,2,1,7,1,1,3419,13072,9,0,0,14,3,4,80,1,6,3,4,1,1,0,0
519,29,1,806,1,1,4,1,1,710,2,1,76,1,1,7,4,2,2720,18959,1,0,1,18,3,4,80,1,10,5,3,10,7,2,8
609,43,0,589,1,14,2,1,1,843,2,1,94,3,4,4,1,1,17159,5200,6,0,1,24,4,3,80,1,22,3,3,4,1,1,0
106,50,1,1115,1,1,3,1,1,141,1,0,73,3,5,4,2,1,18172,9755,3,0,0,19,3,1,80,0,28,1,2,8,3,0,7
857,44,0,1097,1,10,4,1,1,1200,3,1,96,3,1,7,3,0,2936,10826,1,0,0,11,3,3,80,0,6,4,3,6,4,0,2
730,30,0,153,1,8,2,1,1,1015,2,0,73,4,3,4,1,1,11416,17802,0,0,0,12,3,3,80,3,9,4,2,8,7,1,7
477,50,1,1246,0,3,3,5,1,644,1,1,99,3,5,8,2,1,18200,7999,1,0,1,11,3,3,80,1,32,2,3,32,5,10,7
921,28,1,791,1,1,4,5,1,1286,4,1,44,3,1,2,3,0,2154,6842,0,0,0,11,3,3,80,0,5,2,2,4,2,0,2
13,34,0,1346,1,19,2,5,1,18,2,1,93,3,1,2,4,2,2661,8758,0,0,1,11,3,3,80,1,3,2,3,2,2,1,2
256,42,0,269,1,2,3,5,1,351,4,0,56,2,1,2,1,2,2593,8007,0,0,0,11,3,3,80,1,10,4,3,9,6,7,8
1279,44,1,429,1,1,2,5,1,1792,3,1,99,3,1,7,2,2,2342,11092,1,0,0,12,3,3,80,3,6,2,2,5,3,2,3
1444,56,0,310,1,7,2,2,1,2032,4,1,72,3,1,2,3,1,2339,3666,8,0,1,11,3,4,80,1,14,4,1,10,9,9,8
987,51,1,541,2,2,3,4,1,1391,2,1,52,3,3,3,2,1,10596,15395,2,0,1,11,3,2,80,0,14,5,3,4,2,3,2
1460,29,0,468,1,28,4,5,1,2054,4,0,73,2,1,7,1,0,3785,8489,1,0,1,14,3,2,80,0,5,3,1,5,4,0,4
